cell_id,day,rainfall_mm,elevation_m,slope_deg,dist_to_river_m,drainage_density,impervious_surface_ratio,historical_flood_count,flood_occurred,rainfall_1h_mm
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,10
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,25
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,45
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,70
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,95
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,120
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,1,150
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,1,180
HYD-001,0,19.01428612819832,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,1,220
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,10
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,25
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,45
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,70
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,95
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,120
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,1,150
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,1,180
HYD-001,1,3.119890406724053,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,1,220
HYD-001,2,17.323522915498703,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,10
HYD-001,2,17.323522915498703,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,25
HYD-001,2,17.323522915498703,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,45
HYD-001,2,17.323522915498703,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,70
HYD-001,2,17.323522915498703,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,95
HYD-001,2,17.323522915498703,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,0,120
HYD-001,2,17.323522915498703,595.6687242798354,391.42679480097024,3872.333184549848,0.0,0.6936913580246914,0,1,150
